user_id,task_id,query_id,query,satisfaction
0,3,0,白衬衫搭配,4
0,3,1,白衬衫搭配的裤子,5
0,3,2,白衬衫搭配的鞋子,5
0,4,0,白花瓣黄蕊,3
0,4,1,芍药花,3
0,4,2,白色芍药花,5
0,11,0,哈利波特,5
0,11,2,佛地魔,5
0,11,3,霍格沃兹,5
0,9,0,舞会,5
0,9,1,城堡舞会,1
0,9,2,舞会酒杯,1
0,9,3,灰姑娘舞会,3
0,9,4,学生舞会,1
0,9,5,古堡舞会,1
0,8,0,帕丁顿熊,5
0,8,1,动画片,3
0,8,2,冰雪奇缘,5
0,8,3,最近上映的动画片,4
0,10,0,美国大选电视辩论,5
0,10,1,特朗普胜选演讲,5
0,12,0,热带雨林,5
0,12,1,原始森林,3
0,6,0,搞笑图片,4
0,6,1,傅园慧表情包,5
0,6,2,葛优瘫,4
0,5,0,宋慧乔,4
0,5,1,宋慧乔宋仲基,5
0,5,4,艾玛格兰杰,3
0,5,5,赫敏,5
0,5,6,倪妮,4
0,5,7,周冬雨,2
0,5,8,周冬雨喜欢你,5
0,5,9,周冬雨七月与安生,5
0,5,10,安迪,5
0,2,0,室内装修,3
0,2,1,室内装修冷淡风,5
0,2,2,室内装修北欧风格,3
0,2,3,室内装修小清新风格,4
0,2,4,室内装修小清新,5
0,2,5,室内装修温馨,4
0,2,6,室内装修浪漫,3
0,2,7,室内装修ins,5
0,2,8,室内设计,4
0,2,9,室内设计ins风,2
0,2,10,室内设计冷淡,4
0,2,11,室内设计简洁,4
0,7,0,星际穿越,5
0,7,1,你的名字,3
0,7,2,最近上映的电影,5
0,7,3,摩洛哥王妃,5
0,7,4,模仿游戏,5
0,7,5,七月与安生,5
0,7,7,电影海报,5
0,7,8,太平轮,5
0,1,0,海口,5
0,1,1,海口街道,4
0,1,2,海口地形图,4
0,1,3,海口建筑,4
0,1,4,海口地标建筑,4
1,6,0,蘑菇头表情包,4
1,6,1,小僵尸图片萌萌,4
1,2,0,中式装修效果图,3
1,2,1,中式装修风格,4
1,2,2,欧式风格装修图片,4
1,10,0,2016年美国大选电视辩论,4
1,10,1,2016年美国大选特兰普的胜选演说,4
1,11,0,哈利波特,2
1,11,1,哈利波特电影里的哈利波特,4
1,11,2,哈利波特电影里的赫敏,4
1,11,3,哈利波特电影里的伏地魔,4
1,9,0,舞会背景图片,2
1,9,1,舞会人与红酒杯,1
1,9,2,舞会图片包括人与红酒杯,1
1,9,3,舞会图片,4
1,9,4,舞会酒杯,2
1,7,0,狮子王图片大全,4
1,7,1,肖申克的救赎剧照,4
1,1,0,海口街道图,4
1,1,1,海口旅游景点,4
1,1,2,海口特色建筑,5
1,3,1,和白色亚麻T恤搭配男士,3
1,3,2,和白色亚麻T恤搭配的鞋男士,4
1,8,0,海绵宝宝简笔画,4
1,8,1,大鱼海棠图片湫与椿,4
1,4,0,白色花瓣黄色花心,4
1,12,0,森林蓝天,4
1,5,0,吴亦凡,4
1,5,1,杨幂,3
1,5,2,刘亦菲,4
2,5,0,赵丽颖,3
2,3,2,白色亚麻t恤搭配裤子,1
2,3,3,白色亚麻t恤搭配什么裤子好看,2
2,3,4,白色亚麻t恤搭配什么鞋好看,4
2,2,0,装修风格分类,2
2,2,2,装修风格现代简约,3
2,12,0,壁纸无水印森系,3
2,11,0,哈利波特,2
2,11,1,赫敏,3
2,7,0,速度与激情,5
2,9,6,红酒杯交错舞池中穿梭,1
2,9,7,红酒舞会,2
2,9,9,蓝色背景4,2
2,9,10,黑色背景,2
2,6,0,搞笑图片,4
2,8,0,小虎还乡,4
2,10,3,美国总统候选人电视辩论,4
2,10,4,特朗普竞选成功发言,2
2,10,5,特朗普就职演讲,2
2,10,6,特朗普胜利演讲,3
2,1,0,海口市,4
3,5,0,迈克尔杰克逊,4
3,5,1,阿肯,3
3,5,2,胡彦斌,3
3,10,0,2016年美国大选两位候选人辩论,4
3,10,1,特朗普发表当选演讲,3
3,7,0,加勒比海盗5剧照,4
3,7,1,金刚狼3,5
3,4,0,白色花瓣黄色花蕊的是什么花,4
3,1,0,海口市的风景,5
3,1,1,海口市的街道,4
3,1,2,海口市的标志性建筑,5
3,2,0,中式装修风格,4
3,2,1,欧式装修效果图,4
3,12,0,包含森林蓝天的桌面壁纸,4
3,12,1,包含森林的桌面壁纸,5
3,11,0,哈利波特的照片,5
3,11,1,哈利波特的单人照片,2
3,11,2,赫敏·格兰杰的照片,5
3,11,3,伏地魔的照片,3
3,11,4,伏地魔的剧照,4
3,11,5,赫敏·格兰杰剧照,5
3,11,6,哈利波特剧照,4
3,11,7,伏地魔剧照,3
3,11,8,霍格沃兹的图片,3
3,11,9,霍格沃兹的壁纸,2
3,11,10,夜晚霍格沃兹图片,1
3,11,11,霍格沃兹图片,4
3,3,0,白色亚麻T恤如何搭配,2
3,3,1,男生白色亚麻T恤如何搭配,4
3,3,2,男生白色亚麻T恤应该搭配什么样的鞋和裤子,2
3,6,0,搞笑图片,5
3,6,1,鬼畜动图,5
3,6,2,天线宝宝表情包,5
3,8,0,海绵宝宝,5
3,8,1,怪诞小镇,3
3,8,2,蜡笔小新,4
3,9,0,舞会海报,3
3,9,1,舞会背景图片,3
3,9,2,有舞者和酒杯的舞会背景图片,1
3,9,4,舞会海报背景,3
3,9,5,包含跳舞的人的舞会海报背景,1
3,9,6,舞者和酒杯,1
3,9,7,大学生舞会海报,1
3,9,8,大学生舞会海报背景,1
3,9,9,联谊舞会宣传,2
3,9,10,舞蹈背景,1
3,9,11,酒吧舞会,1
3,9,12,酒吧舞池,2
3,9,13,酒吧宣传海波啊,1
3,9,14,酒吧宣传海报,3
3,9,15,狂欢舞会海报,2
3,9,16,狂欢舞会,2
3,9,17,狂欢舞会宣传,1
3,9,18,舞会卡通图片,1
3,9,19,手绘舞会图片,1
3,9,20,舞会手绘宣传海报,1
3,9,21,酒吧舞会背景,1
3,9,22,有酒杯的舞会背景,2
3,9,23,联谊舞会背景,3
3,9,24,舞会宣传图片,3
3,9,25,无文字舞会宣传图片,3
3,9,26,舞会海报背景图片,4
3,9,27,舞厅宣传图片,2
3,9,28,舞厅图片,2
3,9,29,酒杯唯美图片,4
3,9,30,舞会海报设计,3
3,9,31,霓虹灯下的舞者,1
3,9,32,紫色背景的酒杯图片,4
4,11,0,哈利波特,2
4,9,4,舞会,3
4,5,0,阿桑奇,5
4,2,0,中式装修,5
4,2,1,欧式装修,5
4,12,5,森林蓝天壁纸,4
4,3,1,白亚麻T恤搭配,1
4,3,2,白亚麻T恤全身搭配,2
4,8,0,进击的巨人第二季,4
4,8,1,自由之翼第二季,3
4,6,0,搞笑图片,3
4,6,1,搞笑动图,4
5,3,0,亚麻布T恤的搭配,3
5,3,3,亚麻布T恤搭配,4
5,3,5,亚麻布T恤搭配什么鞋子,4
5,3,6,亚麻T恤搭配什么鞋子,3
5,6,0,搞笑图片,4
5,6,1,搞笑图片笑死人动态,4
5,2,0,中式装修风格,5
5,2,1,欧式装修风格,5
5,5,0,死侍,5
5,5,1,死侍海报,5
5,5,2,小罗伯特·唐尼,5
5,8,0,火影忍者,5
5,4,0,白色花瓣，黄色花蕊的小花,2
5,4,2,白色花瓣，黄色花蕊的小花叫什么,1
5,4,3,白色花瓣，黄色花蕊的小花名称,3
5,4,6,野花的学名,1
5,12,1,森林蓝天,3
5,7,0,环太平洋海报,5
5,10,0,美国总统电视辩论,5
5,1,0,海口,4
5,1,1,海口街道,4
5,1,2,海口鸟瞰,4
5,9,1,舞会壁纸,1
5,9,4,舞会海报,1
5,9,5,壁纸舞会,1
5,9,7,舞会背景图片,1
5,9,8,舞会森林,1
5,9,9,毕业舞会,1
5,9,10,毕业舞会海报,1
5,9,11,舞会酒杯,3
6,7,0,哈利波特主题,3
6,12,0,高清森林壁纸,4
6,12,1,高清自然风景图片壁纸,2
6,5,0,小罗伯特·唐尼,4
6,5,1,钢铁侠,3
6,3,0,白亚麻布t恤配衣,2
6,3,1,白t恤配下半身,3
6,3,2,白t恤搭配男,4
6,3,3,白亚麻布t恤搭配男,3
6,8,0,埃罗芒阿老师,5
6,8,1,小黄漫老师,4
6,2,0,装修风格,4
6,2,1,装修设计,3
6,2,2,装修效果图简约现代,2
6,10,0,美国大选,5
6,10,1,特朗普上台,3
6,10,2,特朗普就职演说,3
6,4,0,野菊,5
6,4,1,百合,2
6,4,2,水仙,3
6,11,0,哈利波特,4
6,11,1,赫敏,4
6,11,2,伏地魔,3
6,11,3,哈利波特海报,3
6,9,0,舞会海报,2
6,9,1,学生舞会海报,2
6,9,2,晚宴,1
6,9,3,舞会,2
6,9,4,舞会宣传,2
6,9,5,红酒杯,4
6,9,6,舞蹈,2
6,9,7,交际舞,2
6,9,8,双人舞,2
6,1,0,海口,4
6,1,1,海口旅游景点,2
6,6,0,你们是我带过最差的一届奥特曼,4
6,6,1,特朗普,4
7,1,0,汉口城市风光,1
7,1,1,海口城市风光,5
7,2,0,装修风格,3
7,2,1,中式装修风格,5
7,2,3,美式装修风格特点,4
7,11,0,哈利波特,5
7,7,0,我滴个神啊,2
7,7,1,我的个神啊,5
7,10,1,特朗普胜选致辞,5
7,5,0,霍建华,5
7,5,1,刘诗诗,5
7,9,2,舞会,3
7,9,3,举杯共舞,1
7,9,7,舞会上的酒瓶,1
7,9,8,舞会餐桌,1
7,9,9,舞会海报,1
7,3,0,白t恤搭配,3
7,3,1,白t恤裤子搭配,5
7,3,2,白t恤搭配裤子鞋子,4
7,3,3,白T恤搭配裤子鞋子,3
7,6,0,搞笑图片,4
7,6,2,搞笑,3
7,6,3,爆笑,3
7,6,4,爆笑动态图片,3
7,6,5,爆笑图片大全,3
7,8,0,fate,5
8,8,0,\猫和老鼠,5
8,2,0,中式装修,4
8,2,1,西式装修,4
8,2,2,欧式装修,4
8,5,0,刘德华,5
8,10,0,2016美国大选电视辩论,5
8,10,1,特朗普胜选演讲,3
8,7,0,云图,2
8,7,1,电影云图,5
8,4,0,白花瓣黄雄蕊的花,1
8,4,3,白瓣黄蕊的花,4
8,3,0,白麻T恤搭的裤子,1
8,3,1,亚麻T恤搭的裤子,1
8,3,2,白亚麻T恤搭的裤子,1
8,3,4,白亚麻T恤裤子搭配图,5
8,3,5,白麻T恤鞋子搭配图,4
8,3,6,白麻T恤和鞋子搭配图,4
8,3,7,男士白麻T恤和鞋子搭配图,5
8,1,0,海口,5
8,9,0,舞会海报,3
8,9,1,舞会海报素材,5
8,11,0,哈利波特,5
8,11,1,哈利波特赫敏,5
8,11,2,伏地魔,4
8,11,3,哈利波特主题,5
8,11,4,哈利波特主题背景,3
8,6,0,有趣图片大全,3
9,6,0,搞笑轻松图片,3
9,6,1,幽默轻松图片,3
9,6,2,幽默图片,4
9,12,0,森林蓝天图高清壁纸,3
9,12,1,森林图高清壁纸,2
9,12,2,森林蓝天高清壁纸,4
9,7,0,卑鄙的我3海报,2
9,7,1,雪国列车海报,4
9,7,2,雪国列车高清海报,4
9,2,0,中国风和欧洲风,3
9,2,1,中国风家装,3
9,2,2,中国风家装效果图,4
9,2,3,欧洲风家装效果图,4
9,2,4,欧洲风格装修效果图,4
9,5,0,泰勒斯威夫特,4
9,5,1,泰勒斯威夫特壁纸,2
9,5,2,郑秀晶,3
9,8,0,荆天明,4
9,8,1,荆天明壁纸,1
9,8,2,哆啦a梦,4
9,9,0,舞会海报,2
9,9,1,舞会海报素材,3
9,9,2,舞会海报素材（带舞者酒杯）,2
9,9,3,舞者酒杯海报素材,1
9,9,4,舞者酒杯,3
9,11,0,哈利波特高清·,4
9,11,1,哈利波特高清,4
9,11,2,哈利波特无水印,5
9,11,3,赫敏,4
9,11,4,伏地魔,4
9,11,5,伏地魔无水印,1
9,11,6,伏地魔图片,3
9,3,0,搭配白T谑,4
9,3,2,白t搭配男士,4
9,10,0,2016总统竞选电视辩论,1
9,10,1,特朗普和希拉里竞选电视辩论,2
9,10,2,特朗普发表胜利演讲,2
9,4,0,白色花瓣红色花蕊,4
9,4,1,白色花瓣黄色花蕊,3
9,4,2,白色花瓣黄色花蕊种类,2
9,4,3,野花白色花瓣黄色花蕊,3
9,1,0,海口,3
9,1,1,海口街道,4
9,1,2,海口地标,4
9,1,3,海口建筑,3
10,7,0,阿甘正传,5
10,7,1,教父,5
10,7,2,霸王别姬,5
10,7,3,霸王别姬经典台词截图,5
10,7,4,大话西游电影图片,5
10,9,0,舞会图片,1
10,9,1,社交舞会图片,1
10,9,2,跳交谊舞的男女,1
10,9,3,闻香识女人剧照,3
10,9,4,闻香识女人跳舞剧照,1
10,9,5,舞会跳舞,1
10,9,6,红酒杯和跳舞的人,1
10,9,7,跳舞的人与红酒杯,1
10,9,8,英国舞会,5
10,9,9,法国舞会,2
10,9,10,法国舞会端酒杯,1
10,9,11,端酒杯跳舞,1
10,9,12,端酒杯跳舞舞会照片,1
10,9,13,英国端酒杯跳舞舞会照片,3
10,9,14,法国端酒杯跳舞舞会照片,1
10,9,15,法国舞会照片,1
10,9,16,美国舞会照片,1
10,9,17,美国舞会,2
10,9,18,酒吧喝酒图片,1
10,9,19,酒吧喝酒跳舞图片,1
10,9,20,舞会喝酒图片,1
10,9,21,教父跳舞剧照,1
10,12,0,森林壁纸,1
10,12,1,蓝天树木壁纸,3
10,12,2,森林蓝天壁纸,1
10,12,3,蓝天下的森林壁纸,2
10,12,5,从森林中仰望蓝天壁纸,1
10,8,0,海绵宝宝图片,5
10,8,1,派大星图片,5
10,3,0,白色条纹t恤搭配,1
10,3,1,男士白色条纹t恤搭配,5
10,3,2,男士穿白色条纹体恤,1
10,3,3,男士穿白色条纹t恤全身图,5
10,6,0,表情包,5
10,6,1,熊猫表情包,5
10,6,2,猪猪表情包,5
10,6,3,小黄鸡表情包,5
10,2,1,式装修效果图,1
10,2,2,欧式装修效果图,5
10,2,3,中式装修效果图,5
10,1,0,海口市标志性建筑,4
10,1,1,海口市标志性街道,5
10,1,2,海口市中国香街,5
10,4,0,白色花瓣黄色花蕊,4
10,4,2,山苦荬,2
10,4,3,万寿菊,3
10,5,0,周杰伦,5
10,5,1,周杰伦演唱会,5
10,10,0,特朗普与希拉里,5
10,10,1,特朗普与希拉里辩论,5
10,10,2,特朗普发表就职演说,5
10,11,0,哈利波特,5
10,11,1,伏地魔,5
11,3,8,白t恤搭配男,4
11,7,0,肖申克的救赎剧照,4
11,7,1,肖申克的救赎海报,4
11,7,2,肖申克的救赎经典图片,4
11,8,0,蓝猫淘气,3
11,8,2,蓝猫淘气三千问,4
11,2,1,简欧装修效果图,5
11,2,2,中式装修效果图,4
11,2,3,中式装修设计,4
11,11,0,哈利波特,4
11,11,3,赫敏剧照,5
11,11,4,赫敏个人剧照,2
11,11,5,赫敏单人剧照,2
11,11,7,伏地魔,4
11,12,11,高清壁纸无水印,2
11,12,12,蓝天壁纸无水印,4
11,6,0,暴走漫画,1
11,6,1,幽默漫画,3
11,9,8,邀请舞伴,1
11,9,17,社交舞会,3
12,6,0,憨豆先生,4
12,6,1,尼克扬表情包,5
12,2,0,传统中国风家装,5
12,2,1,欧美风格家装,4
12,1,0,海口风景,4
12,1,1,海口,5
12,1,2,海口文化,3
12,7,0,暮光之城,4
12,11,0,哈利波特,3
12,11,1,赫敏,3
12,11,2,伏地魔,3
12,11,3,哈利波特海报,4
12,11,4,哈利波特伏地魔海报,4
12,11,5,哈利波特背景,4
12,3,0,白t恤搭配,4
12,5,0,胡歌,5
12,4,1,雏菊,5
12,8,0,海贼王,5
12,9,0,舞会,4
12,9,1,大学生舞会,1
12,9,2,新生舞会,1
12,9,4,舞会海报,1
12,9,5,舞会酒杯,1
12,9,6,酒杯,1
13,11,2,哈利波特赫敏剧照,4
13,8,0,哆啦a梦,4
13,1,4,海口市海滩,4
13,6,0,憨豆先生,5
13,6,1,生活大爆炸搞笑片段,2
13,5,1,leonardo,3
13,9,0,鸡尾酒会,1
13,9,6,欧洲贵族舞会,2
13,9,12,了不起的盖茨比,2
13,9,13,了不起的盖茨比的宴会,2
13,9,14,盖茨比家,2
13,7,1,美丽心灵剧照,4
13,10,0,美国总统大选电视辩论,5
13,10,1,特朗普当选演讲,5
13,4,1,小菊花,4
13,4,2,小雏菊,5
13,12,0,森林公园,5
14,4,0,白色花瓣黄色花蕊,4
14,4,1,白色花瓣黄色花蕊菊花,5
14,10,0,美国2016总统大选电视辩论两个候选人,5
14,10,1,川普就职演说,5
14,6,0,幽默的图片,1
14,6,1,表情包,3
14,6,2,憨豆,3
14,3,0,服装搭配白色亚麻体恤,2
14,3,1,白色亚麻体恤,4
14,3,2,白色亚麻T恤裤子,1
14,3,3,白色亚麻T恤搭配,4
14,12,0,森林蓝天,1
14,12,1,森林蓝天桌面,3
14,12,2,自然、桌面,1
14,12,3,自然桌面,2
14,12,4,自然森林桌面,1
14,12,5,自然绿色桌面,1
14,12,6,自然绿色森林桌面,1
14,12,7,自然绿色森林蓝天桌面,1
14,5,0,白敬亭,3
14,5,1,白敬亭夏至未至,4
14,5,2,白敬亭夏至未至橘色,1
14,5,3,白敬亭夏至未至橘色上衣,1
14,2,0,房屋装饰风格,1
14,2,1,房屋中式装饰风格,5
14,2,2,房屋简约欧式装饰风格,5
14,2,3,装修风格、,3
14,2,4,装修风格分类,3
14,2,5,复古欧式装修风格分类,1
14,7,0,肖申克的救赎剧照,4
14,7,1,肖申克的救赎,5
14,11,0,赫敏,5
14,11,1,哈利波特,5
14,11,2,伏地魔,5
14,11,3,哈利波特海报,2
14,11,4,哈利波特背景、,4
14,8,0,阿狸,5
14,1,0,海口风景,2
14,1,1,海口建筑,5
14,1,2,海口街道,4
14,9,0,舞会,4
14,9,1,酒杯,1
14,9,2,酒杯敲钢琴,1
14,9,3,酒杯舞会,1
14,9,4,酒杯玫瑰,1
14,9,5,酒杯图片唯美,1
14,9,6,酒杯架,1
14,9,7,酒杯图片,1
14,9,8,舞会喝酒图片,1
14,9,9,酒杯唯美,5
15,7,0,海贼王剧场版海报,4
15,7,1,瑞典女王海报,3
15,7,2,红海行动海报,5
15,7,3,变形金刚5海报,2
15,4,0,黄色雄蕊的白花,2
15,4,2,黄色雄蕊,3
15,9,0,舞会,2
15,9,1,酒杯,4
15,9,2,舞会现场,1
15,9,3,舞蹈者,1
15,9,4,交际舞,3
15,9,5,交际舞现场,2
15,9,6,大学生交际舞现场,2
15,3,4,男士白色亚麻T恤搭配什么鞋子最多,1
15,11,2,赫敏版哈利波特电影海报,4
15,2,0,装修风格分类,4
15,6,0,搞笑图片,3
15,1,0,海口印象,2
15,1,1,海口,4
15,5,0,梅西,4
15,8,0,黑猫警长,3
15,8,1,fate,3
16,5,2,吉屋出租,2
16,7,0,醉乡民谣海报,3
16,7,2,电影海报,3
16,7,3,经典电影海报图片,5
16,1,0,海口市,4
16,1,1,海口市地图,4
16,1,2,海口市在哪,3
16,11,0,哈利波特,5
