user_id,task_id,query_id,query,satisfaction
16,11,2,哈利波特赫敏剧照,4
16,11,3,哈利波特voltemore,3
16,4,0,xiaojuhua,3
16,4,1,小菊花,3
16,4,2,小白菊花,2
16,4,4,小白菊内酯,5
16,4,5,小白菊,4
16,4,6,小白菊特性,3
16,9,0,舞者,1
16,9,1,社交舞者,2
16,9,2,社交舞,2
16,9,4,舞会,3
16,9,5,社交舞图案,3
16,9,6,社交舞唯美图案,2
16,9,7,社交舞唯美图,5
16,12,0,深林,3
16,12,1,深林高清,4
16,12,2,深林壁纸,5
16,3,0,白麻布,1
16,3,1,白麻布上衣,2
16,3,2,白麻布上衣搭配,2
16,3,3,白上衣搭配,5
16,2,0,室内设计效果图,3
16,6,0,笑图,4
16,6,1,笑图片笑死人要动态的,3
16,6,2,搞笑图片笑死人动态,3
16,6,3,萌蠢动物,5
16,6,4,蠢萌动物头像,3
16,6,5,搞笑动物,5
16,6,6,9gag,3
16,10,2,trump,5
17,8,0,游戏王,5
17,3,0,白t恤搭配,1
17,2,0,中式装修,5
17,2,1,欧式简约装修,5
17,1,0,海口市,5
17,1,1,海口市地图,5
17,1,2,海口市全景,4
17,5,0,周杰伦,5
17,9,0,舞会海报,5
17,9,1,舞会酒会海报,5
17,6,0,幽默图片,5
17,7,0,盗梦空间,5
18,11,0,哈利波特,5
18,11,1,赫敏,3
18,11,2,哈利波特赫敏,5
18,11,3,哈利波特伏地魔,4
18,6,0,搞笑图片,5
18,6,1,搞笑漫画,4
18,10,0,川普希拉里电视辩论,5
18,10,1,川普发表获胜演讲,5
18,3,0,白色亚麻T恤搭配,3
18,3,1,亚麻T恤搭配技巧,3
18,4,0,白色花瓣黄色花蕊,3
18,4,1,小雏菊,5
18,1,0,海口市景色实拍,2
18,1,1,海口市街道,3
18,1,2,海口市地标,4
18,1,3,海口市建筑,3
18,9,0,舞动的人群,4
18,9,1,葡萄酒杯,3
18,9,2,宴会上的葡萄酒杯,4
18,7,0,霸王别姬电影,5
18,7,1,霸王别姬电影海报,4
18,7,2,霸王别姬电影剧照,4
18,8,0,全职猎人,5
18,5,0,东方神起,5
18,12,0,高清桌面壁纸风景,4
18,12,1,高清桌面壁纸森林,4
18,12,2,高清桌面壁纸森林蓝天,4
19,9,0,晚宴场景,1
19,9,1,舞会场景,1
19,2,0,中式建筑,5
19,2,1,欧式建筑,5
19,8,0,海贼王,5
19,11,1,赫敏,5
19,4,0,daisy,5
19,3,0,白色亚麻T恤最佳搭配,5
19,1,0,海口市,5
19,7,0,美国队长,5
19,7,1,霸王别姬,5
19,7,2,你的名字,5
19,6,0,搞笑图片,5
20,7,0,唐顿庄园,5
20,7,2,唐顿庄园服饰,4
20,10,0,美国总统竞选,1
20,10,1,美国总统竞选演讲,2
20,10,2,特朗普希拉里竞选演讲,5
20,10,3,特朗普当选演讲,5
20,5,0,胡歌,3
20,5,1,胡歌近照,5
20,5,2,唐顿庄园三小姐,5
20,1,0,海口,5
20,1,1,海口旅游,5
20,1,2,海口小吃,2
20,1,3,海口日月广场,3
20,1,4,海口日月广场俯视图,4
20,4,0,白色花瓣黄色花蕊,5
20,4,1,雏菊,5
20,12,0,森林,3
20,6,0,二哈搞笑,5
20,6,1,二哈搞笑图片,5
20,2,0,中国装修风格,5
20,2,1,中国装修古典风格,5
20,2,2,英国贵族装修风格,1
20,2,3,英伦装修风格,2
20,2,4,美国装修风格,2
20,2,5,美国装修,2
20,2,6,装修风格,4
20,2,7,乡村装修风格,4
20,2,8,新中式装修效果图,5
20,2,9,英伦装修,4
20,9,1,酒会,1
20,9,3,舞会海报,1
20,9,4,新生舞会海报,1
20,9,5,探戈,1
20,9,6,恰恰舞图片,1
20,9,10,葡萄酒品鉴,3
20,9,11,葡萄酒,2
20,9,12,手持葡萄酒,3
20,9,14,红酒舞会,1
20,9,15,周末舞会,1
20,9,16,周末舞会海报,1
20,9,17,舞会背景图片,1
20,9,18,舞会图片,1
20,9,19,舞会公主,1
20,9,20,倒酒,5
20,3,0,亚麻T恤,5
20,3,1,亚麻T恤裤子搭配,5
20,11,0,哈利波特,5
20,11,1,赫敏,5
20,11,2,伏地魔,5
20,8,0,秦时明月,5
20,8,1,秦时明月雪女,5
20,8,2,秦时明月真人版,5
20,8,3,秦时明月少司命,5
21,6,0,萌猫表情包,5
21,9,0,酒杯,5
21,9,2,舞会,5
21,11,0,哈利波特,5
21,2,0,装修风格分类,1
21,2,1,装修风格分类和图片,1
21,2,2,装修风格,5
21,8,0,蜡笔小新,5
21,5,0,钟小姐,3
21,5,3,古力娜扎,4
21,7,0,与君相恋一百次,5
21,4,1,向日葵,1
21,4,2,菊花,5
21,1,0,海口建筑,4
21,1,1,海口街道,5
21,1,2,海口建筑物,4
21,1,3,海口建筑特点,4
22,2,0,中式装修,4
22,2,1,简约欧式装修,3
22,2,2,欧式装修,2
22,1,0,海口地标,5
22,1,1,海口,4
22,7,0,蜘蛛侠归来,3
22,7,2,神偷奶爸3,4
22,4,0,小雏菊,5
22,9,3,舞会,1
22,9,4,舞会海报,1
22,9,5,化妆舞会,1
22,9,6,派对图片,1
22,9,7,派对海报,3
22,3,0,白色亚麻t恤搭配,3
22,3,1,亚麻t恤搭配,3
22,3,2,亚麻t恤搭配鞋,2
22,3,3,亚麻t恤全身搭配,3
22,6,0,搞笑图片,3
22,6,1,搞笑条漫,2
22,6,2,幽默图片,3
22,8,0,穿越时空的少女,4
22,8,1,黑白来看守所,5
22,8,2,灵能百分百,5
22,5,0,bts,2
22,5,1,防弹少年团,4
22,5,2,blackpink,4
22,12,0,森林高清无水印,3
22,12,1,森林蓝天高清无水印,3
22,12,3,森林蓝天高清壁纸,3
22,11,0,哈利波特,4
22,11,1,哈利波特赫敏,4
22,11,2,伏地魔,2
22,11,3,harrypotter7,3
22,11,4,harrypotter7海报,2
22,10,0,美国大选,4
22,10,1,特朗普就职演讲,4
23,11,0,哈利波特,4
23,11,2,哈利波特特写,2
23,11,3,赫敏,3
23,11,4,赫敏剧照,3
23,11,5,伏地魔剧照,2
23,11,6,哈利波特剧照,3
23,11,7,哈利波特背景,4
23,6,0,搞笑图片,3
23,6,1,搞笑图片笑死人动态,1
23,6,2,搞笑图片卡通,3
23,6,3,搞笑图片大全,2
23,2,0,中式家装,4
23,2,1,中式家装效果图,2
23,7,1,听说海报,2
23,7,2,听说电影海报,3
23,5,0,新垣结衣,4
23,5,1,新垣结衣壁纸,4
23,8,0,少年锦衣卫,3
23,8,1,少年锦衣卫壁纸,3
23,10,1,特朗普就职演说,4
23,9,0,舞会海报,2
23,9,1,舞会海报素材,3
23,9,7,酒杯图片,1
23,9,8,酒杯手绘,3
23,1,0,海口,3
23,1,1,海口旅游景点,3
23,1,2,海口景点,3
23,1,3,海口风景照,4
23,1,4,海口城市风景照,4
23,3,3,亚麻裙子搭配鞋子好看,2
23,3,4,亚麻短袖搭配鞋子好看,3
24,2,3,北欧简约风格装修,5
24,2,4,日式装修效果图,4
24,10,0,2016美国大选电视辩论,5
24,10,1,2016美国大选电视辩论现场,5
24,10,2,2016美国大选电视辩论直播,5
24,10,3,2016特朗普获胜演说,5
24,10,4,2016特朗普大选获胜,5
24,10,5,2016特朗普大选获胜演说、,5
24,10,6,2016特朗普大选获胜演说,5
24,8,0,多啦a梦,5
24,8,1,柯南,5
24,8,2,龙珠,5
24,9,2,舞会海报,1
24,9,5,酒会海报素材,2
24,9,15,舞酒会海报,2
24,9,19,狂欢舞会海报,1
24,12,1,壁纸高清无水印风景,4
24,1,0,海口,4
24,1,1,海口风光,5
24,1,2,海口旅游,5
24,1,3,海口cbd,2
24,1,4,海口老城,5
24,1,5,海口交通,1
24,1,14,海口新区,4
24,3,0,条纹衬衫搭配鞋裤,3
24,3,1,条纹衬衫搭配,3
24,3,2,条纹t恤搭配,5
24,3,3,条纹t恤搭配男,5
24,4,0,小野花,2
24,4,2,野花品种,2
24,4,3,野花,2
24,4,6,太阳花,1
24,4,7,小太阳花,1
24,4,8,雏菊,4
24,5,0,陈奕迅,5
24,5,1,陈奕迅高清壁纸,3
24,5,2,陈奕迅高清海报,2
24,5,3,陈奕迅海报,5
24,11,5,伏地魔剧照,3
24,11,6,伏地魔,5
24,11,7,伏地魔海报,5
24,11,8,哈利波特海报,5
24,11,9,赫敏海报,5
24,7,0,肖申克的救赎,5
24,7,1,变形金刚海报,4
24,7,2,变形金刚5海报,4
24,7,3,变形金刚5高清海报,3
24,7,4,变形金刚5高清壁纸,5
25,11,2,赫敏·格兰杰,4
25,11,3,伏地魔,4
25,7,0,冰雪奇缘,5
25,7,1,守护者联盟,4
25,7,2,久保与二弦琴,5
25,4,0,路边白花,2
25,4,1,白花,2
25,4,2,白花细花瓣,1
25,4,3,路边小白花,2
25,4,4,白花介绍,1
25,4,5,路边白花科普,1
25,4,6,花卉科普,1
25,4,7,花卉介绍,1
25,4,8,白色花卉介绍,1
25,4,9,白描百花,1
25,4,10,蒲公英,1
25,4,11,蒲公英花,1
25,4,12,小白花,4
25,4,13,野菊花,5
25,8,0,舞动青春,1
25,8,1,舞动青春漫画,5
25,8,2,怪诞小镇,5
25,5,0,德普,5
25,1,0,海口,3
25,1,1,海口地图,1
25,1,2,海口市地图,1
25,1,3,海口市交通地图,5
25,1,4,海口市街景,4
25,1,5,海口市景点,4
25,1,6,海口市交通,5
25,1,7,海口市公交,5
25,1,8,海口市地铁,4
25,9,0,毕业舞会,2
25,9,1,舞会,1
25,9,2,酒吧,1
25,9,4,舞动青春电影,1
25,9,5,电影舞蹈,1
25,9,6,礼服干杯,4
25,9,7,跳舞干杯,1
25,9,8,舞蹈干杯,1
25,9,9,交际舞干杯,1
25,9,10,舞会干杯,1
25,9,15,华尔兹,1
25,10,0,特朗普电视辩论,5
25,10,1,特朗普演讲,5
25,2,0,古风家居,5
25,2,1,中国风家居,5
25,2,2,极简家居,5
25,2,3,性冷淡家居,5
25,3,0,亚麻衣服,4
25,3,1,亚麻T,3
25,3,2,亚麻T搭配,5
25,12,0,森林摄影,4
25,12,1,森林蓝天摄影,3
25,12,2,雨林摄影,3
25,12,3,自然摄影,5
25,6,0,搞笑图片,5
25,6,1,猫GIF,5
26,4,0,白瓣黄蕊的小花,1
26,4,2,白瓣 兰花,1
26,11,0,哈利波特,5
26,11,1,哈利波特赫敏,4
26,11,2,哈利波特伏地魔,2
26,2,0,中国风装修效果图,3
26,2,1,简约欧式装修效果图,4
26,8,0,名侦探柯南,4
26,9,0,舞会海报背景,1
26,9,9,舞蹈海报图片素材,1
26,9,10,舞会海报图片素材,1
26,7,1,爱乐之城,5
26,6,0,搞笑图片,1
26,6,1,四格漫画,4
26,12,0,蓝天森林桌面背景图,1
26,12,1,森林桌面背景图,1
26,3,0,亚麻色t恤衫,2
26,3,8,男士亚麻t恤搭配牛仔裤图,1
26,3,9,男士亚麻t恤全身图,3
26,3,10,男士白色亚麻t恤全身图,2
26,1,0,海口街景,5
26,1,1,海口,5
26,1,2,海口建筑,4
26,1,3,海口行道树,2
26,5,0,周杰伦,5
27,11,3,伏地魔,4
27,11,4,哈利波特,4
27,9,2,舞会,1
27,9,3,酒会,3
27,9,4,毕业舞会,2
27,9,5,国标,2
27,9,6,交谊舞,1
27,9,8,舞蹈,3
27,1,0,海口,5
27,6,0,搞笑漫画,4
27,4,2,飞蓬,4
27,8,0,多啦a梦,4
27,7,0,flipped,3
27,7,1,怦然心动,5
28,4,0,白色花瓣黄色花蕊,4
28,4,1,小雏菊,4
28,9,0,跳舞的人和酒杯,3
28,9,1,跳舞和酒杯,2
28,9,2,舞蹈和酒杯,1
28,9,3,舞蹈和酒会,1
28,9,4,酒会舞蹈,1
28,1,0,海口地标建筑,4
28,1,1,海口街景,3
28,5,0,周杰伦照片,5
28,5,1,周杰伦海报,4
28,8,0,大草原的小老鼠,4
28,8,1,大草原的小老鼠动画片,5
28,8,2,动画片大草原的小老鼠,5
28,3,0,白色亚麻T恤搭配的短裤和鞋子,4
28,12,0,蓝天森林电脑壁纸,4
28,10,0,2016美国大选电视辩论,4
28,10,1,2016美国大选川普获胜演讲,5
28,7,0,傲慢与偏见电影剧照,5
28,7,1,傲慢与偏见电影海报,5
28,2,0,中式装修风格,4
28,2,1,欧式装修风格,4
28,2,2,地中海装修风格,4
28,11,0,哈利波特,5
28,11,1,赫敏,5
28,11,2,伏地魔,5
28,6,0,搞笑图片,4
29,2,0,中式风格装修效果图,5
29,2,1,西式风格装修,2
29,2,2,欧式风格装修,5
29,11,0,哈利波特,3
29,11,1,哈利波特海报,4
29,11,2,赫敏,3
29,11,3,赫敏海报,5
29,11,5,伏地魔海报,4
29,11,6,伏地魔海,1
29,8,0,你的名字,4
29,8,1,小黄人,4
29,10,0,美国大选电视辩论,3
29,10,2,特朗普当选演讲,5
29,7,0,回到未来,3
29,7,1,回到未来海报,1
29,7,2,回到未来剧照,4
29,7,3,记忆大师,4
29,7,4,记忆大师母亲,1
29,1,0,海口风景,4
29,1,1,海口街道,3
29,1,2,海口建筑,3
29,1,3,海口世纪大桥,5
29,1,4,海口骑楼小吃街,4
29,3,0,搭配亚麻T恤的裤子,1
29,3,3,亚麻T恤,3
29,4,0,白色花瓣黄色花蕊,4
29,4,1,小雏菊,5
29,6,0,有趣的图片,2
29,6,1,表情包,5
29,6,2,我需要安慰表情包,4
29,5,0,詹姆斯,5
29,9,1,舞蹈者,3
29,9,2,舞蹈者意境唯美图片,3
29,9,4,舞蹈素材,1
29,9,6,卡通舞女,2
30,7,0,小时代,5
30,5,0,成龙,5
30,8,0,海绵宝宝,5
30,3,1,白衬衣搭配,4
30,3,2,白T恤搭配,5
30,4,0,白色花瓣黄色花蕊,5
30,10,0,2016美国总统电视辩论,5
30,10,1,川普获胜演讲,5
30,9,1,舞会,2
30,9,3,舞会背景图片,2
30,9,4,晚会现场,2
30,9,7,酒吧舞会,3
30,1,0,海口,5
30,6,0,搞笑图片,5
30,11,0,哈利波特,4
30,11,1,哈利波特主要角色,5
30,2,0,中式风格装修,5
30,2,1,欧式风格装修,5
31,9,3,酒吧舞女,1
31,10,0,川普希拉里电视辩论,5
31,10,1,川普胜选演讲,5
31,1,0,海口街道,1
31,1,1,海口道路规划,2
31,1,2,海口道路规划俯视,5
31,1,3,海口风景地貌,1
31,1,4,海口landscape,2
31,1,6,海口 建筑,2
31,2,0,中式装潢,5
31,2,1,简欧式风格装修图片,5
31,6,0,搞笑图片,5
31,5,0,梅西,5
31,4,0,矢车菊,1
31,4,1,黄蕊白瓣,5
31,4,2,野雏菊,5
31,11,0,哈利波特,5
31,7,0,雪国列车,5
32,2,0,房屋装修风格,4
32,7,0,最好看的动作片,3
32,12,0,桌面壁纸森林,2
32,12,1,桌面壁纸森林蓝天,4
32,6,0,搞笑动态图片,2
32,6,1,搞笑图片笑死人动态,1
32,8,0,卡通情侣头像,1
32,8,1,长草颜团子萌图,5
32,9,0,舞会红酒,1
32,9,1,舞会红酒浪漫,3
32,9,2,舞会联谊海报,3
32,9,3,学校舞会联谊海报,3
32,9,4,学校舞会红酒海报,2
32,5,0,刘亦菲图片大全,4
32,10,0,16年美国大选辩论,5
32,10,1,特朗普选举成功演说,5
32,4,0,清新小花图片,2
32,4,1,清新小花图片及名字,2
32,4,2,清新小花名字,5
32,11,0,哈利·波特,5
32,11,1,哈利·波特郝敏,5
32,11,2,哈利·波特伏地魔,5
32,1,0,海口风景,4
33,6,0,幽默,2
33,6,1,搞笑,3
33,8,0,卑鄙的我,4
33,1,0,海口,4
33,1,1,海口旅游景点,3
33,1,4,海口特色小吃,4
33,1,5,海口市,3
33,1,6,海口市中心,2
33,9,0,舞会,4
33,9,1,prom,1
33,9,2,舞会背景图片,1
33,9,3,跳舞,2
33,9,4,交谊舞,1
33,11,6,霍格沃茨,5
33,11,7,赫敏,5
33,11,8,伏地魔,4
33,7,0,魔戒,5
33,2,0,中式装修风格,5
33,2,1,简单欧式风格装修图片,4
33,2,2,简约欧式风格装修图片,5
33,3,0,白色亚麻t恤,4
34,7,0,你的名字,4
34,5,0,钉宫理惠,3
34,11,0,哈利波特,4
34,11,1,郝敏,2
34,11,4,伏地魔,3
34,11,9,星空,4
34,1,0,海口,5
34,10,0,美国大选,4
34,9,1,舞会,5
34,9,4,酒杯,5
34,8,0,秦时明月,4
34,6,0,搞笑图片,4
34,6,1,幽默表情包,3
34,3,0,白色t恤,4
35,3,0,白色亚麻的t恤穿搭,4
35,3,1,白色亚麻t恤的鞋子搭配,4
35,9,0,舞会,4
35,9,1,舞会酒杯,2
35,9,2,舞会背景图片,1
35,9,3,跳舞,1
35,9,4,交际舞,4
35,9,5,酒杯,5
35,1,0,海口,5
35,1,1,海口全景,3
35,1,2,海口建筑,5
35,1,3,海口世纪大桥,5
35,1,4,海口风景,3
35,1,5,海口日出,4
35,1,6,海口街景,2
35,2,0,中式风格装修案例,5
35,2,1,欧式风格装修案例,5
35,2,2,欧式风格装修设计,4
35,2,3,中式风格装修设计,4
35,11,0,哈利波特,5
35,11,1,赫敏,2
35,11,2,伏地魔,3
35,11,3,赫敏海报,5
35,4,0,白色花瓣黄色花芯,4
35,4,1,白色花瓣黄色花芯菊花,4
35,4,2,白菊花,5
35,6,0,搞笑图片,4
35,6,1,幽默图片,3
35,6,2,表情包,4
35,6,3,魔性表情包,5
35,12,0,桌面背景,3
35,12,1,桌面背景森林,5
35,10,0,美国总统大选,2
35,10,1,美国总统大选竞选,2
35,10,2,2016美国总统大选竞选,5
35,10,3,2016美国总统大选川普就职演讲,3
35,10,4,2016美国总统大选,4
35,7,0,小黄人,3
35,7,1,小黄人3海报,5
35,5,0,杨幂,4
35,5,1,杨幂海报,5
35,8,0,小鲤鱼历险记,4
35,8,1,小鲤鱼,2
